,Item_Identifier,Item_Type,Physical_Product_Name
393,FDU02,Dairy,"Milk, Butter, Cheese"
394,NCF18,Household,"Detergent, Dish Soap, Paper Towels"
395,FDQ56,Fruits and Vegetables,"Apples, Carrots, Spinach"
396,FDN58,Snack Foods,"Potato Chips, Popcorn, Chocolate Bars"
397,FDG35,Starchy Foods,"Rice, Pasta, Potatoes"
398,FDY34,Snack Foods,"Potato Chips, Popcorn, Chocolate Bars"
399,NCE19,Household,"Detergent, Dish Soap, Paper Towels"
400,NCK31,Others,Miscellaneous Grocery Items
401,NCJ29,Health and Hygiene,"Toothpaste, Shampoo, Soap"
402,FDT59,Breads,"Whole Wheat Bread, Multigrain Bread, Baguette"
403,NCX41,Health and Hygiene,"Toothpaste, Shampoo, Soap"
404,FDU45,Snack Foods,"Potato Chips, Popcorn, Chocolate Bars"
405,FDW24,Baking Goods,"All-Purpose Flour, Baking Powder, Cocoa Powder"
406,FDF22,Snack Foods,"Potato Chips, Popcorn, Chocolate Bars"
407,FDM60,Baking Goods,"All-Purpose Flour, Baking Powder, Cocoa Powder"
408,FDR02,Dairy,"Milk, Butter, Cheese"
409,DRP35,Hard Drinks,"Whiskey, Vodka, Rum"
410,FDS48,Baking Goods,"All-Purpose Flour, Baking Powder, Cocoa Powder"
411,NCZ42,Household,"Detergent, Dish Soap, Paper Towels"
412,FDZ38,Dairy,"Milk, Butter, Cheese"
413,FDH19,Meat,"Chicken Breast, Beef Steak, Lamb Chops"
414,NCB55,Household,"Detergent, Dish Soap, Paper Towels"
415,FDC15,Dairy,"Milk, Butter, Cheese"
416,FDF11,Starchy Foods,"Rice, Pasta, Potatoes"
417,FDW35,Breads,"Whole Wheat Bread, Multigrain Bread, Baguette"
418,FDB44,Fruits and Vegetables,"Apples, Carrots, Spinach"
419,NCC06,Household,"Detergent, Dish Soap, Paper Towels"
420,FDR04,Frozen Foods,"Frozen Pizza, Frozen Vegetables, Ice Cream"
421,FDB17,Frozen Foods,"Frozen Pizza, Frozen Vegetables, Ice Cream"
422,FDW43,Fruits and Vegetables,"Apples, Carrots, Spinach"
423,FDA27,Dairy,"Milk, Butter, Cheese"
424,NCU41,Health and Hygiene,"Toothpaste, Shampoo, Soap"
425,FDY56,Fruits and Vegetables,"Apples, Carrots, Spinach"
426,FDV39,Meat,"Chicken Breast, Beef Steak, Lamb Chops"
427,FDN32,Fruits and Vegetables,"Apples, Carrots, Spinach"
428,FDW07,Fruits and Vegetables,"Apples, Carrots, Spinach"
429,FDZ27,Dairy,"Milk, Butter, Cheese"
430,FDW23,Baking Goods,"All-Purpose Flour, Baking Powder, Cocoa Powder"
431,FDU01,Canned,"Canned Beans, Canned Corn, Canned Tomatoes"
432,FDF10,Snack Foods,"Potato Chips, Popcorn, Chocolate Bars"
433,DRH03,Dairy,"Milk, Butter, Cheese"
434,FDW27,Meat,"Chicken Breast, Beef Steak, Lamb Chops"
435,DRI13,Soft Drinks,"Cola, Lemonade, Orange Juice"
436,NCR05,Health and Hygiene,"Toothpaste, Shampoo, Soap"
437,FDB29,Frozen Foods,"Frozen Pizza, Frozen Vegetables, Ice Cream"
438,FDL51,Dairy,"Milk, Butter, Cheese"
439,FDB11,Starchy Foods,"Rice, Pasta, Potatoes"
440,FDI35,Starchy Foods,"Rice, Pasta, Potatoes"
441,FDX08,Fruits and Vegetables,"Apples, Carrots, Spinach"
442,FDP59,Breads,"Whole Wheat Bread, Multigrain Bread, Baguette"
443,NCJ18,Household,"Detergent, Dish Soap, Paper Towels"
444,FDJ41,Frozen Foods,"Frozen Pizza, Frozen Vegetables, Ice Cream"
445,FDU08,Fruits and Vegetables,"Apples, Carrots, Spinach"
446,FDS09,Snack Foods,"Potato Chips, Popcorn, Chocolate Bars"
447,DRH15,Dairy,"Milk, Butter, Cheese"
448,NCV17,Health and Hygiene,"Toothpaste, Shampoo, Soap"
449,NCO54,Household,"Detergent, Dish Soap, Paper Towels"
450,FDE24,Baking Goods,"All-Purpose Flour, Baking Powder, Cocoa Powder"
451,FDH53,Frozen Foods,"Frozen Pizza, Frozen Vegetables, Ice Cream"
452,FDZ13,Canned,"Canned Beans, Canned Corn, Canned Tomatoes"
453,FDW28,Frozen Foods,"Frozen Pizza, Frozen Vegetables, Ice Cream"
454,FDU46,Snack Foods,"Potato Chips, Popcorn, Chocolate Bars"
455,NCE43,Household,"Detergent, Dish Soap, Paper Towels"
456,FDS26,Dairy,"Milk, Butter, Cheese"
457,FDB14,Canned,"Canned Beans, Canned Corn, Canned Tomatoes"
458,DRB48,Soft Drinks,"Cola, Lemonade, Orange Juice"
459,NCC42,Health and Hygiene,"Toothpaste, Shampoo, Soap"
460,FDQ20,Fruits and Vegetables,"Apples, Carrots, Spinach"
461,FDA13,Canned,"Canned Beans, Canned Corn, Canned Tomatoes"
462,FDZ15,Dairy,"Milk, Butter, Cheese"
463,NCV42,Household,"Detergent, Dish Soap, Paper Towels"
464,DRI51,Dairy,"Milk, Butter, Cheese"
465,FDO28,Frozen Foods,"Frozen Pizza, Frozen Vegetables, Ice Cream"
466,NCS54,Household,"Detergent, Dish Soap, Paper Towels"
467,FDH16,Frozen Foods,"Frozen Pizza, Frozen Vegetables, Ice Cream"
468,FDG24,Baking Goods,"All-Purpose Flour, Baking Powder, Cocoa Powder"
469,FDR52,Frozen Foods,"Frozen Pizza, Frozen Vegetables, Ice Cream"
470,NCH06,Household,"Detergent, Dish Soap, Paper Towels"
471,FDA36,Baking Goods,"All-Purpose Flour, Baking Powder, Cocoa Powder"
472,FDU56,Fruits and Vegetables,"Apples, Carrots, Spinach"
473,FDT09,Snack Foods,"Potato Chips, Popcorn, Chocolate Bars"
474,FDU25,Canned,"Canned Beans, Canned Corn, Canned Tomatoes"
475,FDK41,Frozen Foods,"Frozen Pizza, Frozen Vegetables, Ice Cream"
476,NCT54,Household,"Detergent, Dish Soap, Paper Towels"
477,FDV51,Meat,"Chicken Breast, Beef Steak, Lamb Chops"
478,FDM24,Baking Goods,"All-Purpose Flour, Baking Powder, Cocoa Powder"
479,NCO30,Household,"Detergent, Dish Soap, Paper Towels"
480,FDQ45,Snack Foods,"Potato Chips, Popcorn, Chocolate Bars"
481,DRK59,Hard Drinks,"Whiskey, Vodka, Rum"
482,FDW28,Frozen Foods,"Frozen Pizza, Frozen Vegetables, Ice Cream"
483,FDC02,Canned,"Canned Beans, Canned Corn, Canned Tomatoes"
484,FDR21,Snack Foods,"Potato Chips, Popcorn, Chocolate Bars"
485,FDN48,Baking Goods,"All-Purpose Flour, Baking Powder, Cocoa Powder"
486,FDT44,Fruits and Vegetables,"Apples, Carrots, Spinach"
487,FDX14,Dairy,"Milk, Butter, Cheese"
488,FDH57,Fruits and Vegetables,"Apples, Carrots, Spinach"
489,FDH28,Frozen Foods,"Frozen Pizza, Frozen Vegetables, Ice Cream"
490,NCT41,Health and Hygiene,"Toothpaste, Shampoo, Soap"
491,FDO11,Breads,"Whole Wheat Bread, Multigrain Bread, Baguette"
492,NCP42,Household,"Detergent, Dish Soap, Paper Towels"
493,FDN09,Snack Foods,"Potato Chips, Popcorn, Chocolate Bars"
494,FDP32,Fruits and Vegetables,"Apples, Carrots, Spinach"
495,FDV57,Snack Foods,"Potato Chips, Popcorn, Chocolate Bars"
496,FDW28,Frozen Foods,"Frozen Pizza, Frozen Vegetables, Ice Cream"
497,FDR56,Fruits and Vegetables,"Apples, Carrots, Spinach"
498,FDA40,Frozen Foods,"Frozen Pizza, Frozen Vegetables, Ice Cream"
499,NCG42,Household,"Detergent, Dish Soap, Paper Towels"
500,NCK54,Household,"Detergent, Dish Soap, Paper Towels"
501,FDE16,Frozen Foods,"Frozen Pizza, Frozen Vegetables, Ice Cream"
502,FDB15,Dairy,"Milk, Butter, Cheese"
503,FDC40,Dairy,"Milk, Butter, Cheese"
504,FDE53,Frozen Foods,"Frozen Pizza, Frozen Vegetables, Ice Cream"
505,FDK24,Baking Goods,"All-Purpose Flour, Baking Powder, Cocoa Powder"
506,FDW31,Fruits and Vegetables,"Apples, Carrots, Spinach"
507,NCX29,Health and Hygiene,"Toothpaste, Shampoo, Soap"
508,NCM07,Others,Miscellaneous Grocery Items
509,DRN36,Soft Drinks,"Cola, Lemonade, Orange Juice"
510,FDQ37,Breakfast,"Oats, Cornflakes, Granola"
511,FDK43,Meat,"Chicken Breast, Beef Steak, Lamb Chops"
512,FDK28,Frozen Foods,"Frozen Pizza, Frozen Vegetables, Ice Cream"
513,FDR43,Fruits and Vegetables,"Apples, Carrots, Spinach"
514,FDL48,Baking Goods,"All-Purpose Flour, Baking Powder, Cocoa Powder"
515,DRL23,Hard Drinks,"Whiskey, Vodka, Rum"
516,NCX42,Household,"Detergent, Dish Soap, Paper Towels"
517,DRD37,Soft Drinks,"Cola, Lemonade, Orange Juice"
518,FDZ47,Baking Goods,"All-Purpose Flour, Baking Powder, Cocoa Powder"
519,NCJ54,Household,"Detergent, Dish Soap, Paper Towels"
520,FDL52,Frozen Foods,"Frozen Pizza, Frozen Vegetables, Ice Cream"
521,FDC15,Dairy,"Milk, Butter, Cheese"
522,NCD19,Household,"Detergent, Dish Soap, Paper Towels"
523,FDD08,Fruits and Vegetables,"Apples, Carrots, Spinach"
524,NCN18,Household,"Detergent, Dish Soap, Paper Towels"
525,FDY56,Fruits and Vegetables,"Apples, Carrots, Spinach"
526,NCI29,Health and Hygiene,"Toothpaste, Shampoo, Soap"
527,NCE06,Household,"Detergent, Dish Soap, Paper Towels"
528,FDC08,Fruits and Vegetables,"Apples, Carrots, Spinach"
529,FDU52,Frozen Foods,"Frozen Pizza, Frozen Vegetables, Ice Cream"
530,FDN16,Frozen Foods,"Frozen Pizza, Frozen Vegetables, Ice Cream"
531,NCM55,Others,Miscellaneous Grocery Items
532,FDR49,Canned,"Canned Beans, Canned Corn, Canned Tomatoes"
533,FDC15,Dairy,"Milk, Butter, Cheese"
534,FDB53,Frozen Foods,"Frozen Pizza, Frozen Vegetables, Ice Cream"
535,FDK44,Fruits and Vegetables,"Apples, Carrots, Spinach"
536,FDA16,Frozen Foods,"Frozen Pizza, Frozen Vegetables, Ice Cream"
537,FDO19,Fruits and Vegetables,"Apples, Carrots, Spinach"
538,FDO04,Frozen Foods,"Frozen Pizza, Frozen Vegetables, Ice Cream"
539,NCL19,Others,Miscellaneous Grocery Items
540,FDA44,Fruits and Vegetables,"Apples, Carrots, Spinach"
541,FDR60,Baking Goods,"All-Purpose Flour, Baking Powder, Cocoa Powder"
542,FDV37,Canned,"Canned Beans, Canned Corn, Canned Tomatoes"
543,FDG53,Frozen Foods,"Frozen Pizza, Frozen Vegetables, Ice Cream"
544,DRG01,Soft Drinks,"Cola, Lemonade, Orange Juice"
545,FDB38,Canned,"Canned Beans, Canned Corn, Canned Tomatoes"
546,FDI27,Dairy,"Milk, Butter, Cheese"
547,FDD29,Frozen Foods,"Frozen Pizza, Frozen Vegetables, Ice Cream"
548,NCR41,Health and Hygiene,"Toothpaste, Shampoo, Soap"
549,FDW44,Fruits and Vegetables,"Apples, Carrots, Spinach"
550,FDU21,Snack Foods,"Potato Chips, Popcorn, Chocolate Bars"
551,FDI14,Canned,"Canned Beans, Canned Corn, Canned Tomatoes"
552,FDW50,Dairy,"Milk, Butter, Cheese"
553,FDN39,Meat,"Chicken Breast, Beef Steak, Lamb Chops"
554,FDT31,Fruits and Vegetables,"Apples, Carrots, Spinach"
555,FDJ14,Canned,"Canned Beans, Canned Corn, Canned Tomatoes"
556,NCQ43,Others,Miscellaneous Grocery Items
557,FDZ22,Snack Foods,"Potato Chips, Popcorn, Chocolate Bars"
558,FDU38,Dairy,"Milk, Butter, Cheese"
559,FDS32,Fruits and Vegetables,"Apples, Carrots, Spinach"
560,DRH13,Soft Drinks,"Cola, Lemonade, Orange Juice"
561,DRF03,Dairy,"Milk, Butter, Cheese"
562,FDJ20,Fruits and Vegetables,"Apples, Carrots, Spinach"
563,FDE22,Snack Foods,"Potato Chips, Popcorn, Chocolate Bars"
564,FDX22,Snack Foods,"Potato Chips, Popcorn, Chocolate Bars"
565,DRM11,Hard Drinks,"Whiskey, Vodka, Rum"
566,FDL58,Snack Foods,"Potato Chips, Popcorn, Chocolate Bars"
567,FDL25,Breakfast,"Oats, Cornflakes, Granola"
568,FDD40,Dairy,"Milk, Butter, Cheese"
569,FDT08,Fruits and Vegetables,"Apples, Carrots, Spinach"
570,FDO22,Snack Foods,"Potato Chips, Popcorn, Chocolate Bars"
571,NCM41,Health and Hygiene,"Toothpaste, Shampoo, Soap"
572,FDJ21,Snack Foods,"Potato Chips, Popcorn, Chocolate Bars"
573,FDC53,Frozen Foods,"Frozen Pizza, Frozen Vegetables, Ice Cream"
574,DRK35,Hard Drinks,"Whiskey, Vodka, Rum"
575,FDQ09,Snack Foods,"Potato Chips, Popcorn, Chocolate Bars"
576,DRB48,Soft Drinks,"Cola, Lemonade, Orange Juice"
577,DRE25,Soft Drinks,"Cola, Lemonade, Orange Juice"
578,FDL08,Fruits and Vegetables,"Apples, Carrots, Spinach"
579,NCV42,Household,"Detergent, Dish Soap, Paper Towels"
580,FDW03,Meat,"Chicken Breast, Beef Steak, Lamb Chops"
581,FDL25,Breakfast,"Oats, Cornflakes, Granola"
582,FDC17,Frozen Foods,"Frozen Pizza, Frozen Vegetables, Ice Cream"
583,FDK44,Fruits and Vegetables,"Apples, Carrots, Spinach"
584,FDE34,Snack Foods,"Potato Chips, Popcorn, Chocolate Bars"
585,FDP10,Snack Foods,"Potato Chips, Popcorn, Chocolate Bars"
586,FDZ22,Snack Foods,"Potato Chips, Popcorn, Chocolate Bars"
587,NCK19,Others,Miscellaneous Grocery Items
588,FDO44,Fruits and Vegetables,"Apples, Carrots, Spinach"
589,NCU41,Health and Hygiene,"Toothpaste, Shampoo, Soap"
590,NCF31,Household,"Detergent, Dish Soap, Paper Towels"
591,FDG14,Canned,"Canned Beans, Canned Corn, Canned Tomatoes"
592,NCH30,Household,"Detergent, Dish Soap, Paper Towels"
593,FDR36,Baking Goods,"All-Purpose Flour, Baking Powder, Cocoa Powder"
594,NCJ30,Household,"Detergent, Dish Soap, Paper Towels"
595,FDR08,Fruits and Vegetables,"Apples, Carrots, Spinach"
596,FDU04,Frozen Foods,"Frozen Pizza, Frozen Vegetables, Ice Cream"
597,NCQ50,Household,"Detergent, Dish Soap, Paper Towels"
598,FDL46,Snack Foods,"Potato Chips, Popcorn, Chocolate Bars"
599,DRK37,Soft Drinks,"Cola, Lemonade, Orange Juice"
600,FDK48,Baking Goods,"All-Purpose Flour, Baking Powder, Cocoa Powder"
601,FDV58,Snack Foods,"Potato Chips, Popcorn, Chocolate Bars"
602,FDN27,Meat,"Chicken Breast, Beef Steak, Lamb Chops"
603,FDZ52,Frozen Foods,"Frozen Pizza, Frozen Vegetables, Ice Cream"
604,NCF42,Household,"Detergent, Dish Soap, Paper Towels"
605,FDQ48,Baking Goods,"All-Purpose Flour, Baking Powder, Cocoa Powder"
606,FDW49,Canned,"Canned Beans, Canned Corn, Canned Tomatoes"
607,FDR58,Snack Foods,"Potato Chips, Popcorn, Chocolate Bars"
608,NCE07,Household,"Detergent, Dish Soap, Paper Towels"
609,FDK14,Canned,"Canned Beans, Canned Corn, Canned Tomatoes"
610,FDC11,Starchy Foods,"Rice, Pasta, Potatoes"
611,FDL22,Snack Foods,"Potato Chips, Popcorn, Chocolate Bars"
612,NCQ41,Health and Hygiene,"Toothpaste, Shampoo, Soap"
613,FDX46,Snack Foods,"Potato Chips, Popcorn, Chocolate Bars"
614,FDC35,Starchy Foods,"Rice, Pasta, Potatoes"
615,FDH45,Fruits and Vegetables,"Apples, Carrots, Spinach"
616,FDX33,Snack Foods,"Potato Chips, Popcorn, Chocolate Bars"
617,DRJ35,Hard Drinks,"Whiskey, Vodka, Rum"
618,FDC40,Dairy,"Milk, Butter, Cheese"
619,FDO19,Fruits and Vegetables,"Apples, Carrots, Spinach"
620,FDP13,Canned,"Canned Beans, Canned Corn, Canned Tomatoes"
621,FDP24,Baking Goods,"All-Purpose Flour, Baking Powder, Cocoa Powder"
622,NCQ42,Household,"Detergent, Dish Soap, Paper Towels"
623,FDY59,Baking Goods,"All-Purpose Flour, Baking Powder, Cocoa Powder"
624,FDU14,Dairy,"Milk, Butter, Cheese"
625,FDB21,Fruits and Vegetables,"Apples, Carrots, Spinach"
626,FDT32,Fruits and Vegetables,"Apples, Carrots, Spinach"
627,FDK20,Fruits and Vegetables,"Apples, Carrots, Spinach"
628,FDX09,Snack Foods,"Potato Chips, Popcorn, Chocolate Bars"
629,FDM01,Breakfast,"Oats, Cornflakes, Granola"
630,DRI37,Soft Drinks,"Cola, Lemonade, Orange Juice"
631,FDL20,Fruits and Vegetables,"Apples, Carrots, Spinach"
632,FDU13,Canned,"Canned Beans, Canned Corn, Canned Tomatoes"
633,FDE05,Frozen Foods,"Frozen Pizza, Frozen Vegetables, Ice Cream"
634,FDE58,Snack Foods,"Potato Chips, Popcorn, Chocolate Bars"
635,FDT32,Fruits and Vegetables,"Apples, Carrots, Spinach"
636,FDZ01,Canned,"Canned Beans, Canned Corn, Canned Tomatoes"
637,FDM08,Fruits and Vegetables,"Apples, Carrots, Spinach"
638,FDS58,Snack Foods,"Potato Chips, Popcorn, Chocolate Bars"
639,FDZ26,Dairy,"Milk, Butter, Cheese"
640,FDC46,Snack Foods,"Potato Chips, Popcorn, Chocolate Bars"
641,FDY51,Meat,"Chicken Breast, Beef Steak, Lamb Chops"
642,FDL34,Snack Foods,"Potato Chips, Popcorn, Chocolate Bars"
643,DRG39,Dairy,"Milk, Butter, Cheese"
644,NCG43,Household,"Detergent, Dish Soap, Paper Towels"
645,FDT01,Canned,"Canned Beans, Canned Corn, Canned Tomatoes"
646,NCR38,Household,"Detergent, Dish Soap, Paper Towels"
647,DRF01,Soft Drinks,"Cola, Lemonade, Orange Juice"
648,FDF53,Frozen Foods,"Frozen Pizza, Frozen Vegetables, Ice Cream"
649,FDS45,Snack Foods,"Potato Chips, Popcorn, Chocolate Bars"
650,FDR20,Fruits and Vegetables,"Apples, Carrots, Spinach"
651,FDY07,Fruits and Vegetables,"Apples, Carrots, Spinach"
652,FDD38,Canned,"Canned Beans, Canned Corn, Canned Tomatoes"
653,DRF15,Dairy,"Milk, Butter, Cheese"
654,FDH32,Fruits and Vegetables,"Apples, Carrots, Spinach"
655,NCJ42,Household,"Detergent, Dish Soap, Paper Towels"
656,FDB56,Fruits and Vegetables,"Apples, Carrots, Spinach"
657,FDD03,Dairy,"Milk, Butter, Cheese"
658,NCL18,Household,"Detergent, Dish Soap, Paper Towels"
659,FDW22,Snack Foods,"Potato Chips, Popcorn, Chocolate Bars"
660,FDE32,Fruits and Vegetables,"Apples, Carrots, Spinach"
661,FDA34,Starchy Foods,"Rice, Pasta, Potatoes"
662,FDJ08,Fruits and Vegetables,"Apples, Carrots, Spinach"
663,FDG38,Canned,"Canned Beans, Canned Corn, Canned Tomatoes"
664,FDD29,Frozen Foods,"Frozen Pizza, Frozen Vegetables, Ice Cream"
665,NCE31,Household,"Detergent, Dish Soap, Paper Towels"
666,FDS19,Fruits and Vegetables,"Apples, Carrots, Spinach"
667,FDU11,Breads,"Whole Wheat Bread, Multigrain Bread, Baguette"
668,FDL02,Canned,"Canned Beans, Canned Corn, Canned Tomatoes"
669,FDO51,Meat,"Chicken Breast, Beef Steak, Lamb Chops"
670,DRK23,Hard Drinks,"Whiskey, Vodka, Rum"
671,FDO27,Meat,"Chicken Breast, Beef Steak, Lamb Chops"
672,FDB16,Dairy,"Milk, Butter, Cheese"
673,FDA44,Fruits and Vegetables,"Apples, Carrots, Spinach"
674,NCB18,Household,"Detergent, Dish Soap, Paper Towels"
675,NCL53,Health and Hygiene,"Toothpaste, Shampoo, Soap"
676,FDR16,Frozen Foods,"Frozen Pizza, Frozen Vegetables, Ice Cream"
677,NCQ05,Health and Hygiene,"Toothpaste, Shampoo, Soap"
678,FDF44,Fruits and Vegetables,"Apples, Carrots, Spinach"
679,FDU50,Dairy,"Milk, Butter, Cheese"
680,FDG20,Fruits and Vegetables,"Apples, Carrots, Spinach"
681,FDD58,Snack Foods,"Potato Chips, Popcorn, Chocolate Bars"
682,FDT01,Canned,"Canned Beans, Canned Corn, Canned Tomatoes"
683,FDK15,Meat,"Chicken Breast, Beef Steak, Lamb Chops"
684,FDJ08,Fruits and Vegetables,"Apples, Carrots, Spinach"
685,FDS10,Snack Foods,"Potato Chips, Popcorn, Chocolate Bars"
686,FDJ55,Meat,"Chicken Breast, Beef Steak, Lamb Chops"
687,FDU32,Fruits and Vegetables,"Apples, Carrots, Spinach"
688,FDG09,Fruits and Vegetables,"Apples, Carrots, Spinach"
689,FDE39,Dairy,"Milk, Butter, Cheese"
690,FDU56,Fruits and Vegetables,"Apples, Carrots, Spinach"
691,NCH55,Household,"Detergent, Dish Soap, Paper Towels"
692,FDX33,Snack Foods,"Potato Chips, Popcorn, Chocolate Bars"
693,FDR24,Baking Goods,"All-Purpose Flour, Baking Powder, Cocoa Powder"
694,FDC33,Fruits and Vegetables,"Apples, Carrots, Spinach"
695,NCV54,Household,"Detergent, Dish Soap, Paper Towels"
696,NCQ02,Household,"Detergent, Dish Soap, Paper Towels"
697,NCU17,Health and Hygiene,"Toothpaste, Shampoo, Soap"
698,NCZ06,Household,"Detergent, Dish Soap, Paper Towels"
699,FDV37,Canned,"Canned Beans, Canned Corn, Canned Tomatoes"
700,DRH25,Soft Drinks,"Cola, Lemonade, Orange Juice"
701,NCI43,Household,"Detergent, Dish Soap, Paper Towels"
702,NCQ53,Health and Hygiene,"Toothpaste, Shampoo, Soap"
703,NCT18,Household,"Detergent, Dish Soap, Paper Towels"
704,FDF14,Canned,"Canned Beans, Canned Corn, Canned Tomatoes"
705,FDM14,Canned,"Canned Beans, Canned Corn, Canned Tomatoes"
706,FDX57,Snack Foods,"Potato Chips, Popcorn, Chocolate Bars"
707,NCV05,Health and Hygiene,"Toothpaste, Shampoo, Soap"
708,FDX39,Meat,"Chicken Breast, Beef Steak, Lamb Chops"
709,FDA23,Baking Goods,"All-Purpose Flour, Baking Powder, Cocoa Powder"
710,NCV06,Household,"Detergent, Dish Soap, Paper Towels"
711,NCE31,Household,"Detergent, Dish Soap, Paper Towels"
712,DRI39,Dairy,"Milk, Butter, Cheese"
713,FDH21,Seafood,"Salmon, Shrimp, Tuna"
714,FDR26,Dairy,"Milk, Butter, Cheese"
715,FDA14,Dairy,"Milk, Butter, Cheese"
716,FDG21,Seafood,"Salmon, Shrimp, Tuna"
717,NCQ38,Others,Miscellaneous Grocery Items
718,FDN20,Fruits and Vegetables,"Apples, Carrots, Spinach"
719,NCN29,Health and Hygiene,"Toothpaste, Shampoo, Soap"
720,FDI28,Frozen Foods,"Frozen Pizza, Frozen Vegetables, Ice Cream"
721,FDA03,Dairy,"Milk, Butter, Cheese"
722,FDZ28,Frozen Foods,"Frozen Pizza, Frozen Vegetables, Ice Cream"
723,FDO52,Frozen Foods,"Frozen Pizza, Frozen Vegetables, Ice Cream"
724,FDU10,Snack Foods,"Potato Chips, Popcorn, Chocolate Bars"
725,FDP13,Canned,"Canned Beans, Canned Corn, Canned Tomatoes"
726,FDV02,Dairy,"Milk, Butter, Cheese"
727,FDS28,Frozen Foods,"Frozen Pizza, Frozen Vegetables, Ice Cream"
728,FDW49,Canned,"Canned Beans, Canned Corn, Canned Tomatoes"
729,FDP33,Snack Foods,"Potato Chips, Popcorn, Chocolate Bars"
730,FDJ03,Dairy,"Milk, Butter, Cheese"
731,FDQ51,Meat,"Chicken Breast, Beef Steak, Lamb Chops"
732,DRK23,Hard Drinks,"Whiskey, Vodka, Rum"
733,FDU11,Breads,"Whole Wheat Bread, Multigrain Bread, Baguette"
734,NCK06,Household,"Detergent, Dish Soap, Paper Towels"
735,FDY09,Snack Foods,"Potato Chips, Popcorn, Chocolate Bars"
736,NCY18,Household,"Detergent, Dish Soap, Paper Towels"
737,FDA10,Snack Foods,"Potato Chips, Popcorn, Chocolate Bars"
738,FDO34,Snack Foods,"Potato Chips, Popcorn, Chocolate Bars"
739,FDE38,Canned,"Canned Beans, Canned Corn, Canned Tomatoes"
740,FDF40,Dairy,"Milk, Butter, Cheese"
741,FDY02,Dairy,"Milk, Butter, Cheese"
742,FDS03,Meat,"Chicken Breast, Beef Steak, Lamb Chops"
743,FDB59,Snack Foods,"Potato Chips, Popcorn, Chocolate Bars"
744,NCQ42,Household,"Detergent, Dish Soap, Paper Towels"
745,FDO15,Meat,"Chicken Breast, Beef Steak, Lamb Chops"
746,DRN47,Hard Drinks,"Whiskey, Vodka, Rum"
747,FDA03,Dairy,"Milk, Butter, Cheese"
748,FDA01,Canned,"Canned Beans, Canned Corn, Canned Tomatoes"
749,FDB38,Canned,"Canned Beans, Canned Corn, Canned Tomatoes"
750,FDT59,Breads,"Whole Wheat Bread, Multigrain Bread, Baguette"
751,FDG08,Fruits and Vegetables,"Apples, Carrots, Spinach"
752,FDV56,Fruits and Vegetables,"Apples, Carrots, Spinach"
753,FDY26,Dairy,"Milk, Butter, Cheese"
754,DRE13,Soft Drinks,"Cola, Lemonade, Orange Juice"
755,FDE51,Dairy,"Milk, Butter, Cheese"
756,FDL40,Frozen Foods,"Frozen Pizza, Frozen Vegetables, Ice Cream"
757,FDD50,Canned,"Canned Beans, Canned Corn, Canned Tomatoes"
758,FDC04,Dairy,"Milk, Butter, Cheese"
759,FDN15,Meat,"Chicken Breast, Beef Steak, Lamb Chops"
760,FDC46,Snack Foods,"Potato Chips, Popcorn, Chocolate Bars"
761,FDV56,Fruits and Vegetables,"Apples, Carrots, Spinach"
762,FDK43,Meat,"Chicken Breast, Beef Steak, Lamb Chops"
763,NCR29,Health and Hygiene,"Toothpaste, Shampoo, Soap"
764,FDY03,Meat,"Chicken Breast, Beef Steak, Lamb Chops"
765,FDU44,Fruits and Vegetables,"Apples, Carrots, Spinach"
766,FDZ04,Frozen Foods,"Frozen Pizza, Frozen Vegetables, Ice Cream"
767,FDU16,Frozen Foods,"Frozen Pizza, Frozen Vegetables, Ice Cream"
768,FDV07,Fruits and Vegetables,"Apples, Carrots, Spinach"
769,NCL19,Others,Miscellaneous Grocery Items
770,FDW01,Canned,"Canned Beans, Canned Corn, Canned Tomatoes"
771,FDC10,Snack Foods,"Potato Chips, Popcorn, Chocolate Bars"
772,DRC12,Soft Drinks,"Cola, Lemonade, Orange Juice"
773,DRK39,Dairy,"Milk, Butter, Cheese"
774,FDG24,Baking Goods,"All-Purpose Flour, Baking Powder, Cocoa Powder"
775,FDO04,Frozen Foods,"Frozen Pizza, Frozen Vegetables, Ice Cream"
776,DRB25,Soft Drinks,"Cola, Lemonade, Orange Juice"
777,FDK26,Canned,"Canned Beans, Canned Corn, Canned Tomatoes"
778,FDM52,Frozen Foods,"Frozen Pizza, Frozen Vegetables, Ice Cream"
779,FDY07,Fruits and Vegetables,"Apples, Carrots, Spinach"
